Product Type,Product Name,Partner Email,Branch Name,Duration,Intake Month,Description,Subject Area,Subject,Degree Level,Requirement Degree Level,Academic Type,Academic Score,TOEFL,IELTS,PTE,Installment Type,Accommodation Fee Type,Accommodation Amount,Accommodation Installments,Accommodation Total Fee,Tution Fee Type,Tution Installments,Tution Amount,Tution Total Fee,Overall Fees
Course,"Melioration, Revegetation and Land Protection",ttc.bstu@gmail.com,Brest Campus,1 year,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Agriculture and Veterinary Medicine,Other Agriculture and Veterinary Medicine Courses,Master,,,,,,,Per year,Accommodation Fee,300,1,300,Tuition Fee ,1,4200,4200,4500
Course,Electronic Systems and Technologies,ttc.bstu@gmail.com,Brest Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Electronic Engineering,Master,,,,,,,Per year,Accommodation Fee,300,2,600,Tuition Fee ,2,4200,8400,9000
Course,"System Analysis, Information Control and Processing",ttc.bstu@gmail.com,Brest Campus,1 year ,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Computer Science and IT,Other Computer Science and IT Courses,Master,,,,,,,Per year,Accommodation Fee,300,1,300,Tuition Fee ,1,4200,4200,4500
Course,Computer Science and Software Technologies,ttc.bstu@gmail.com,Brest Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Computer Science and IT,Computer Science,Master,,,,,,,Per year,Accommodation Fee,300,2,600,Tuition Fee ,2,4200,8400,9000
Course,Artificial Intelligence,ttc.bstu@gmail.com,Brest Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Computer Science and IT,Other Computer Science and IT Courses,Master,,,,,,,Per year,Accommodation Fee,300,2,600,Tuition Fee ,2,4200,8400,9000
Course,Construction,ttc.bstu@gmail.com,Brest Campus,1 year,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Architecture and Construction,Construction,Master,,,,,,,Per year,Accommodation Fee,300,1,300,Tuition Fee ,1,4200,4200,4500
Course,FOUNDATION PROGRAMME ( Russian language),ttc.bstu@gmail.com,Brest Campus,1 year,,School leaving certificate ( legalised by ministry of forgien affairs and Ministry if Education) and international passport,Humanities and Languages,Languages,Certificate,,,,,,,Per year,Accommodation Fee,300,1,300,Tuition Fee ,1,1800,1800,2100
Course,?ognitive Neurosciences,info@urfu.ru,Ekaterinburg Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Other Applied and Pure Science Courses,Master,,,,,,,Per year,Accommodation Fee,500,2,1000,Tuition Fee ,2,3850,7700,8700
Course,Food Biotechnology,info@urfu.ru,Ekaterinburg Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Food Science and Technology,Master,,,,,,,Per year,Accommodation Fee,500,2,1000,Tuition Fee ,2,3850,7700,8700
Course,Sports,info@urfu.ru,Ekaterinburg Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Sports Science,Master,,,,,,,Per year,Accommodation Fee,500,2,1000,Tuition Fee ,2,3850,7700,8700
Course,Human Resources,info@urfu.ru,Ekaterinburg Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Humanities and Languages,Human Resource Management,Master,,,,,,,Per year,Accommodation Fee,500,2,1000,Tuition Fee ,2,3850,7700,8700
Course,International Management,info@urfu.ru,Ekaterinburg Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Social Studies and Media,International relations,Master,,,,,,,Per year,Accommodation Fee,500,2,1000,Tuition Fee ,2,3200,6400,7400
Course,International Trade and Entrepreneurship,info@urfu.ru,Ekaterinburg Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Social Studies and Media,International relations,Master,,,,,,,Per year,Accommodation Fee,500,2,1000,Tuition Fee ,2,3200,6400,7400
Course,IT Innovations in Business,info@urfu.ru,Ekaterinburg Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Computer Science and IT,Other Computer Science and IT Courses,Master,,,,,,,Per year,Accommodation Fee,500,2,1000,Tuition Fee ,2,3200,6400,7400
Course,"Mechanical Engineering, Machines and Equipment Design",info@urfu.ru,Ekaterinburg Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Mechanical Engineering,Master,,,,,,,Per year,Accommodation Fee,500,2,1000,Tuition Fee ,2,3850,7700,8700
Course,Neoindustrial Design,info@urfu.ru,Ekaterinburg Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Creative Arts and Design,Industrial Design,Master,,,,,,,Per year,Accommodation Fee,500,2,1000,Tuition Fee ,2,3200,6400,7400
Course,Political Philosoph,info@urfu.ru,Ekaterinburg Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Social Studies and Media,Politics,Master,,,,,,,Per year,Accommodation Fee,500,2,1000,Tuition Fee ,2,3200,6400,7400
Course,Practical Data Analysis,info@urfu.ru,Ekaterinburg Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Computer Science and IT,Other Computer Science and IT Courses,Master,,,,,,,Per year,Accommodation Fee,500,2,1000,Tuition Fee ,2,3200,6400,7400
Course,Preventology,info@urfu.ru,Ekaterinburg Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Other Applied and Pure Science Courses,Master,,,,,,,Per year,Accommodation Fee,500,2,1000,Tuition Fee ,2,4000,8000,9000
Course,Sustainable Solid Waste Management,info@urfu.ru,Ekaterinburg Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Social Studies and Media,Environmental Management,Master,,,,,,,Per year,Accommodation Fee,500,2,1000,Tuition Fee ,2,3850,7700,8700
Course,Mathematics and Mechanics,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Mathematics,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3600,14400,16400
Course,Computer and Information Sciences,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Computer Science and IT,Computer Science,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3600,14400,16400
Course,Physics and Astronomy,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Physics,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3600,14400,16400
Course,Chemical Sciences,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Chemistry,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3600,14400,16400
Course,Biosciences,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Biology,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3500,14000,16000
Course,Architecture,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Architecture and Construction,Architecture,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3500,14000,16000
Course,Civil Engineering Technology,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Civil Engineering,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3500,14000,16000
Course,Electrical and Heat-power Engineering,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Electrical Engineering,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,4560,18240,20240
Course,"Nuclear, Thermal and Renewable Energy and Related Technologies",info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Power and Energy Engineering,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3500,14000,16000
Course,Mechanical Engineering,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Mechanical Engineering,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3500,14000,16000
Course,Chemical Technology,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Chemistry,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3500,14000,16000
Course,Materials Technology,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Other Engineering Courses,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3500,14000,16000
Course,Management in Technical Systems,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Business and Management,Other Business and Management Courses,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3500,14000,16000
Course,Psychological Sciences,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Health and Medicine,Psychology,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3450,13800,15800
Course,Economics,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Social Studies and Media,Economics,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3450,13800,15800
Course,Sociological sciences,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Social Studies and Media,Sociology,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3450,13800,15800
Course,Political sciences and area studies,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Social Studies and Media,Politics,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3450,13800,15800
Course,Linguistics and Literary studies,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Humanities and Languages,Literature,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3450,13800,15800
Course,History and Archeology,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Humanities and Languages,History,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3450,13800,15800
Course,"Philosophy, Ethics and Religious Studies",info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Humanities and Languages,Religious Studies,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,3450,13800,15800
Course,Art studies,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Creative Arts and Design,Art,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,4560,18240,20240
Course,Cultural studies,info@urfu.ru,Ekaterinburg Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Humanities and Languages,Cultural Studies,PhD,,,,,,,Per year,Accommodation Fee,500,4,2000,Tuition Fee ,4,4560,18240,20240
Course,Advanced Materials Science,welcome@misis.ru,Moscow Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Materials Sciences,Masters,,,,,,,Per year,Accommodation Fee,1000,2,2000,Tuition Fee ,2,5900,11800,13800
Course,"Innovative Software Systems: Design, Development & Applications",welcome@misis.ru,Moscow Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Computer Science and IT,Other Computer Science and IT Courses,Master,,,,,,,Per year,Accommodation Fee,1000,2,2000,Tuition Fee ,2,5900,11800,13800
Course,Communications and International Public Relations,welcome@misis.ru,Moscow Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Social Studies and Media,International relations,Master,,,,,,,Per year,Accommodation Fee,1000,2,2000,Tuition Fee ,2,5900,11800,13800
Course,Nanotechnology and Materials for Micro- and Nanosystems,welcome@misis.ru,Moscow Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Other Applied and Pure Science Courses,Master,,,,,,,Per year,Accommodation Fee,1000,2,2000,Tuition Fee ,2,5900,11800,13800
Course,Science and Materials of Solar Energy,welcome@misis.ru,Moscow Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Other Applied and Pure Science Courses,Master,,,,,,,Per year,Accommodation Fee,1000,2,2000,Tuition Fee ,2,5900,11800,13800
Course,Quantum Physics for Advanced Materials Engineering,welcome@misis.ru,Moscow Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Other Engineering Courses,Master,,,,,,,Per year,Accommodation Fee,1000,2,2000,Tuition Fee ,2,5900,11800,13800
Course,Advanced Metallic Materials and Engineering,welcome@misis.ru,Moscow Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Metallurgy,Master,,,,,,,Per year,Accommodation Fee,1000,2,2000,Tuition Fee ,2,5900,11800,13800
Course,Second Language Teaching and Pedagogical Design in Digital Environments,welcome@misis.ru,Moscow Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Education and Training,Pedagogy,Master,,,,,,,Per year,Accommodation Fee,1000,2,2000,Tuition Fee ,2,5900,11800,13800
Course,Data Science,welcome@misis.ru,Moscow Campus,2 years,,"International passport, School leaving certificate,Bachelors Degree certificate and University transcript (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Other Applied and Pure Science Courses,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,5900,23600,27600
Course,Earth Science,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Earth Sciences,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,Electric & Thermal Engineering,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Electrical Engineering,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,Mechanical Engineering,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Mechanical Engineering,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,Technosphere Safety,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Other Engineering Courses,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,"Geology, Exploration & Development of Mineral Resources",welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,   Earth Sciences,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,Chemical Engineering,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Chemical and Materials Engineering,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,Chemical Sciences,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Chemical and Materials Engineering,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,Mechanical Engineering,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Mechanical Engineering,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,Technosphere Safety,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Environmental Sciences,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,Materials Technology,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Materials Sciences,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,Technical Systems Control,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Computer Science and IT,Other Computer Science and IT Courses,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,Physics & Astronomy,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Physics,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,"Electronics, Radio Engineering & Communication System",welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Engineering,Electronic Engineering,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,Materials Technology,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Applied and Pure Science,Other Applied and Pure Science Courses,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,Economics,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Social Studies and Media,Economics,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Course,Computer Sciences & Engineering,welcome@misis.ru,Moscow Campus,4 years,,"International passport, School leaving certificate,Bachelors Degree certificate, Masters ceertificate and University transcripts (legalised by ministry of forgien affairs and Ministry if Education)",Computer Science and IT,Computer Science,PhD,,,,,,,Per year,Accommodation Fee,1000,4,4000,Tuition Fee ,4,7600,30400,34400
Health Insurance,Health insurance,izhevsk@email.reso.ru,Reso Izhevsk Office,,,"Copy of passport, VIsa and Hostel registration",,,,,,,,,,,,,,,,1,150,150,150
Notarization,Document translation and notorisation,accent@18rus.ru ,Accent Izhevsk Office,,,"Copy of passport, School/ University certificate",,,,,,,,,,,,,,,,1,250,250,250
